age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
22,Private,217421,Some-college,10,Not-Married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,<=50K
28,Private,111900,Assoc,12,Married,Sales,Husband,White,Male,0,0,30,United-States,<=50K
22,Private,196943,Some-college,10,Previously-Married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,<=50K
47,Private,481987,HS-or-less,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,>50K
67,Private,184506,HS-or-less,7,Married,Prof-specialty,Husband,White,Male,0,419,3,United-States,<=50K
20,Private,121313,HS-or-less,6,Not-Married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,158420,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
26,Private,256000,Prof-school,15,Married,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
36,Private,183892,Some-college,10,Married,Craft-repair,Husband,White,Male,7298,0,44,United-States,>50K
28,Private,42734,HS-or-less,9,Not-Married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,181773,HS-or-less,9,Not-Married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
47,Private,184945,Some-college,10,Previously-Married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
33,Private,107248,Assoc,11,Not-Married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
34,Self-emp,215382,Masters,14,Previously-Married,Prof-specialty,Not-in-family,White,Female,4787,0,40,United-States,>50K
25,Private,122999,HS-or-less,9,Not-Married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,758700,HS-or-less,5,Married,Handlers-cleaners,Husband,White,Male,3781,0,50,Other,<=50K
36,State-gov,166606,HS-or-less,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
61,Local-gov,192060,Bachelors,13,Previously-Married,Prof-specialty,Not-in-family,White,Male,0,0,30,Other,<=50K
74,Private,340939,HS-or-less,5,Married,Prof-specialty,Husband,White,Male,3471,0,40,United-States,<=50K
57,Private,205708,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,Other,<=50K
55,Private,67450,Doctorate,16,Not-Married,Prof-specialty,Not-in-family,White,Male,0,0,40,Other,<=50K
20,Private,242077,HS-or-less,9,Previously-Married,Sales,Not-in-family,Black,Female,0,0,40,United-States,<=50K
43,Private,129573,HS-or-less,9,Not-Married,Sales,Not-in-family,Black,Female,0,0,44,United-States,<=50K
54,Private,181132,HS-or-less,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,Other,>50K
25,Private,212302,Some-college,10,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Private,83411,Some-college,10,Previously-Married,Exec-managerial,Not-in-family,White,Male,0,1408,40,United-States,<=50K
23,Private,148751,Some-college,10,Not-Married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
17,Private,317681,HS-or-less,7,Not-Married,Craft-repair,Own-child,White,Male,0,0,10,United-States,<=50K
39,Private,103986,HS-or-less,9,Not-Married,Prof-specialty,Not-in-family,White,Male,0,1590,40,United-States,<=50K
63,Private,30602,HS-or-less,4,Married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
19,Private,172893,Some-college,10,Not-Married,Exec-managerial,Own-child,White,Female,0,0,30,United-States,<=50K
56,Self-emp,211804,Bachelors,13,Married,Sales,Husband,White,Male,15024,0,50,United-States,>50K
33,Self-emp,312055,Bachelors,13,Married,Sales,Husband,White,Male,0,0,45,United-States,>50K
37,Private,65390,Bachelors,13,Married,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
27,Private,200500,HS-or-less,4,Married,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
36,Local-gov,241962,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
30,Self-emp,78530,HS-or-less,9,Married,Exec-managerial,Husband,White,Male,0,0,65,Other,>50K
22,Private,189950,Bachelors,13,Not-Married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K
35,Private,111387,Some-college,10,Married,Handlers-cleaners,Husband,White,Male,0,1579,40,United-States,<=50K
20,Private,241951,HS-or-less,9,Not-Married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,<=50K
18,Private,343059,Some-college,10,Not-Married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,302465,HS-or-less,8,Not-Married,Machine-op-inspct,Not-in-family,White,Male,0,1741,40,United-States,<=50K
53,Private,156843,Masters,14,Not-Married,Prof-specialty,Not-in-family,White,Female,0,1564,54,United-States,>50K
21,Private,79728,Some-college,10,Not-Married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,55284,HS-or-less,9,Not-Married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
34,Private,509364,HS-or-less,9,Previously-Married,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,<=50K
32,State-gov,117927,Some-college,10,Not-Married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
20,Private,137651,Some-college,10,Not-Married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
70,Private,131060,HS-or-less,4,Married,Other-service,Husband,White,Male,0,0,25,United-States,<=50K
57,Private,346963,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
54,Private,183611,Some-college,10,Married,Sales,Husband,White,Male,3137,0,50,United-States,<=50K
34,Private,134737,Assoc,11,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,36503,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
42,Private,250121,HS-or-less,7,Married,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
45,Private,330535,HS-or-less,9,Not-Married,Adm-clerical,Not-in-family,White,Male,3325,0,40,United-States,<=50K
27,Private,387776,Some-college,10,Not-Married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,41474,HS-or-less,6,Married,Other-service,Husband,White,Male,0,0,40,Other,<=50K
36,Local-gov,318972,Some-college,10,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,65,United-States,<=50K
33,Private,86143,Some-college,10,Not-Married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,Other,<=50K
50,Private,181139,Some-college,10,Not-Married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,326232,Bachelors,13,Previously-Married,Exec-managerial,Unmarried,White,Male,0,2547,50,United-States,>50K
39,Local-gov,153976,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
55,Self-emp,59469,HS-or-less,5,Married,Farming-fishing,Husband,White,Male,0,0,25,United-States,<=50K
24,Private,127139,Some-college,10,Not-Married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,136343,HS-or-less,9,Not-Married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Self-emp,350624,HS-or-less,8,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
66,Private,177351,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,2174,40,United-States,>50K
68,Private,166149,HS-or-less,9,Previously-Married,Adm-clerical,Not-in-family,White,Female,0,2206,30,United-States,<=50K
29,Private,121523,HS-or-less,7,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
24,Self-emp,267396,Bachelors,13,Not-Married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Private,83045,HS-or-less,5,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,160449,HS-or-less,9,Married,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,>50K
55,Self-emp,124137,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,2415,35,Other,>50K
20,Private,287681,Some-college,10,Not-Married,Prof-specialty,Own-child,White,Male,0,0,36,United-States,<=50K
41,Private,154194,HS-or-less,9,Not-Married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
36,Self-emp,295127,HS-or-less,9,Married,Farming-fishing,Husband,White,Male,0,0,84,United-States,<=50K
60,Private,240521,HS-or-less,9,Married,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
61,Self-emp,244087,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K
35,Private,356250,Prof-school,15,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,35,Other,<=50K
42,State-gov,293791,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
26,Private,44308,Bachelors,13,Not-Married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Local-gov,210527,Some-college,10,Not-Married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
31,State-gov,151763,Masters,14,Not-Married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K
39,State-gov,267581,HS-or-less,9,Not-Married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
20,Private,100188,Some-college,10,Not-Married,Tech-support,Own-child,White,Female,0,0,24,United-States,<=50K
32,Self-emp,111746,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Self-emp,171091,HS-or-less,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,355645,HS-or-less,5,Married,Machine-op-inspct,Husband,Black,Male,0,0,20,Other,<=50K
54,Local-gov,137678,Some-college,10,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,70894,Assoc,12,Not-Married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
19,Private,171306,HS-or-less,9,Not-Married,Sales,Own-child,White,Male,0,0,3,United-States,<=50K
31,Private,100997,Some-college,10,Married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
35,Private,63921,HS-or-less,3,Married,Handlers-cleaners,Husband,White,Male,0,0,40,Other,<=50K
29,Private,32897,HS-or-less,9,Previously-Married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
29,Local-gov,251854,HS-or-less,9,Not-Married,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,<=50K
25,Private,345121,HS-or-less,6,Previously-Married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
46,Private,86220,Bachelors,13,Previously-Married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,172845,Assoc,11,Not-Married,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
20,Private,171398,HS-or-less,6,Not-Married,Sales,Not-in-family,Other,Male,0,0,40,United-States,<=50K
24,Self-emp,174391,HS-or-less,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
48,Private,207058,HS-or-less,9,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,<=50K
37,Private,291251,HS-or-less,9,Previously-Married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
60,Self-emp,224377,HS-or-less,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,105813,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Local-gov,180916,Some-college,10,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
31,Self-emp,122749,Assoc,11,Previously-Married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
38,Private,31069,Assoc,11,Married,Craft-repair,Husband,White,Male,4386,0,40,United-States,>50K
26,Self-emp,284343,Assoc,12,Not-Married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
64,Private,319371,Bachelors,13,Married,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
46,Private,174224,Assoc,11,Previously-Married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
69,Private,183958,HS-or-less,9,Married,Prof-specialty,Husband,White,Male,0,0,8,United-States,<=50K
39,Private,127772,HS-or-less,9,Married,Sales,Husband,White,Male,3103,0,44,United-States,>50K
48,Private,80651,HS-or-less,9,Previously-Married,Machine-op-inspct,Not-in-family,White,Female,0,0,55,United-States,<=50K
46,Private,62793,HS-or-less,9,Previously-Married,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
42,Private,191712,Bachelors,13,Previously-Married,Sales,Not-in-family,White,Male,0,1590,40,United-States,<=50K
39,Self-emp,237532,HS-or-less,9,Married,Sales,Wife,Black,Female,0,0,54,Other,>50K
50,Federal-gov,20179,Masters,14,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
24,Private,311376,Bachelors,13,Not-Married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,432565,Assoc,11,Married,Tech-support,Other-relative,White,Female,0,0,40,Other,>50K
39,Self-emp,329980,Bachelors,13,Married,Sales,Husband,White,Male,0,2415,60,United-States,>50K
29,Self-emp,125190,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,342946,HS-or-less,7,Not-Married,Transport-moving,Own-child,White,Female,0,0,38,United-States,<=50K
21,Private,219835,Assoc,11,Not-Married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,123429,HS-or-less,6,Previously-Married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
69,Self-emp,69209,Bachelors,13,Married,Machine-op-inspct,Husband,White,Male,3818,0,30,United-States,<=50K
55,Private,66356,HS-or-less,9,Previously-Married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
41,Private,195897,Some-college,10,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
44,Self-emp,153132,Bachelors,13,Married,Exec-managerial,Husband,White,Male,7688,0,52,United-States,>50K
18,Private,230875,HS-or-less,7,Not-Married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
74,Self-emp,92298,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,10,United-States,<=50K
40,Private,185145,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27,Private,297296,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
75,Private,164849,HS-or-less,5,Married,Prof-specialty,Husband,Black,Male,1409,0,5,United-States,<=50K
55,Private,145214,HS-or-less,9,Previously-Married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Self-emp,242341,HS-or-less,4,Married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
54,Private,240542,Some-college,10,Previously-Married,Sales,Unmarried,White,Female,0,0,48,United-States,<=50K
36,Private,104772,HS-or-less,9,Previously-Married,Craft-repair,Unmarried,White,Male,0,0,48,United-States,<=50K
76,Private,152802,Some-college,10,Married,Prof-specialty,Husband,White,Male,0,0,8,United-States,<=50K
26,Private,181666,HS-or-less,9,Not-Married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
18,Private,415520,HS-or-less,7,Not-Married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
38,Private,258761,HS-or-less,9,Previously-Married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
50,Private,88842,Bachelors,13,Married,Transport-moving,Husband,White,Male,7298,0,40,United-States,>50K
19,Private,356717,Some-college,10,Not-Married,Prof-specialty,Own-child,White,Female,0,0,25,United-States,<=50K
32,Private,158438,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
57,Private,206206,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
20,Private,51816,HS-or-less,9,Not-Married,Protective-serv,Own-child,Black,Male,0,0,40,United-States,<=50K
27,Private,253814,Some-college,10,Not-Married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Self-emp,161745,Bachelors,13,Married,Exec-managerial,Not-in-family,White,Male,0,1980,60,United-States,<=50K
60,Private,162947,HS-or-less,3,Previously-Married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Other,<=50K
52,Private,163027,HS-or-less,9,Previously-Married,Craft-repair,Unmarried,White,Female,0,0,50,United-States,<=50K
61,Private,146788,HS-or-less,4,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
57,Self-emp,73309,HS-or-less,9,Previously-Married,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,>50K
19,Private,143867,Some-college,10,Not-Married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
59,Self-emp,104216,Prof-school,15,Married,Sales,Husband,White,Male,0,0,25,United-States,<=50K
34,Self-emp,345705,HS-or-less,9,Not-Married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,>50K
31,Private,133770,Assoc,12,Married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
42,Private,209392,HS-or-less,9,Previously-Married,Protective-serv,Not-in-family,Black,Male,0,0,35,United-States,<=50K
70,Private,262345,Some-college,10,Not-Married,Adm-clerical,Not-in-family,White,Female,0,0,6,United-States,<=50K
47,Private,277545,Bachelors,13,Married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Other,>50K
47,Private,174525,HS-or-less,9,Married,Prof-specialty,Husband,White,Male,3942,0,40,Other,<=50K
29,Private,490332,Some-college,10,Married,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
27,Private,211570,HS-or-less,7,Not-Married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K
25,Private,374918,HS-or-less,8,Married,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
51,Private,106728,Bachelors,13,Married,Exec-managerial,Husband,White,Male,5178,0,60,United-States,>50K
28,Private,173649,HS-or-less,9,Not-Married,Other-service,Own-child,Black,Female,0,0,40,Other,<=50K
35,Private,174597,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Self-emp,233533,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
54,Private,169785,Masters,14,Not-Married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,133169,Assoc,11,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,198824,Assoc,11,Previously-Married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
65,Private,174056,HS-or-less,4,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,188696,Assoc,11,Previously-Married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Local-gov,90692,HS-or-less,9,Previously-Married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
34,Private,271933,Bachelors,13,Not-Married,Exec-managerial,Other-relative,White,Female,0,1741,45,United-States,<=50K
47,Self-emp,102359,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
49,Federal-gov,213668,Masters,14,Not-Married,Exec-managerial,Not-in-family,White,Male,0,0,56,United-States,>50K
21,Private,294789,Some-college,10,Not-Married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
20,Private,157599,Some-college,10,Not-Married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
18,Local-gov,134935,HS-or-less,8,Not-Married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,466224,Some-college,10,Not-Married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
34,Self-emp,111985,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,264627,Some-college,10,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Private,213427,HS-or-less,9,Not-Married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,279015,Some-college,10,Not-Married,Sales,Not-in-family,White,Male,0,0,65,United-States,<=50K
47,Private,165937,HS-or-less,9,Married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
27,Federal-gov,188343,HS-or-less,9,Previously-Married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
63,Private,158609,Assoc,11,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,8,United-States,<=50K
34,Private,193036,Some-college,10,Married,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K
25,Private,198632,Some-college,10,Married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
54,Private,175912,HS-or-less,9,Previously-Married,Machine-op-inspct,Unmarried,White,Male,914,0,40,United-States,<=50K
19,Private,192773,Some-college,10,Not-Married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K
35,Private,101387,HS-or-less,9,Previously-Married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
24,Private,60783,Some-college,10,Married,Transport-moving,Husband,White,Male,0,0,70,United-States,>50K
26,Private,183224,Some-college,10,Not-Married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,35,United-States,<=50K
59,Local-gov,100776,Assoc,11,Previously-Married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,57600,Doctorate,16,Married,Prof-specialty,Not-in-family,White,Female,0,0,40,Other,<=50K
20,Private,174063,Some-college,10,Not-Married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
41,Private,306495,HS-or-less,9,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,249741,Some-college,10,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,93021,HS-or-less,9,Not-Married,Adm-clerical,Unmarried,Other,Female,0,0,40,United-States,<=50K
36,Private,49626,HS-or-less,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,63062,Some-college,10,Not-Married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K
55,Private,320835,Bachelors,13,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
22,Local-gov,123727,Some-college,10,Not-Married,Prof-specialty,Not-in-family,White,Female,0,0,21,United-States,<=50K
58,State-gov,110517,Doctorate,16,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,4064,0,40,Other,<=50K
43,Private,149670,Some-college,10,Married,Adm-clerical,Wife,White,Female,4064,0,15,United-States,<=50K
39,Private,172425,Assoc,11,Married,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K
40,Private,216116,HS-or-less,5,Not-Married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,Other,<=50K
46,Private,174209,HS-or-less,9,Previously-Married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
54,Federal-gov,175083,HS-or-less,9,Not-Married,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
19,Private,129059,Some-college,10,Not-Married,Sales,Own-child,Black,Male,0,0,30,United-States,<=50K
24,Private,121313,HS-or-less,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,181317,HS-or-less,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
24,State-gov,166851,Masters,14,Not-Married,Prof-specialty,Not-in-family,White,Male,0,0,13,United-States,<=50K
29,Self-emp,29616,HS-or-less,9,Not-Married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,<=50K
56,Self-emp,105582,Some-college,10,Married,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
54,Private,124993,HS-or-less,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
21,Private,148509,Some-college,10,Not-Married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
34,Private,230246,HS-or-less,5,Previously-Married,Craft-repair,Not-in-family,White,Male,0,0,40,Other,<=50K
56,Private,117881,HS-or-less,7,Previously-Married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,203408,Bachelors,13,Married,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
19,Private,446219,HS-or-less,6,Not-Married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
32,Self-emp,110331,HS-or-less,9,Married,Sales,Husband,White,Male,0,0,65,United-States,>50K
48,Private,207946,HS-or-less,9,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,52,United-States,<=50K
67,Private,45537,Masters,14,Married,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K
47,Private,188330,HS-or-less,9,Married,Transport-moving,Husband,White,Male,0,0,25,United-States,<=50K
52,Private,147629,HS-or-less,9,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
40,Private,153799,HS-or-less,2,Married,Machine-op-inspct,Unmarried,White,Female,0,0,40,Other,<=50K
28,Private,203776,HS-or-less,6,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
41,Private,168071,Bachelors,13,Married,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
57,Private,348430,HS-or-less,2,Previously-Married,Craft-repair,Unmarried,White,Male,0,0,40,Other,<=50K
51,Private,103407,HS-or-less,9,Previously-Married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,152046,HS-or-less,7,Not-Married,Prof-specialty,Not-in-family,White,Female,0,0,35,Other,<=50K
36,Private,153205,Bachelors,13,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,Other,<=50K
33,Private,326104,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
46,Private,238162,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
50,Private,221336,HS-or-less,9,Previously-Married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Other,<=50K
33,Private,180656,Some-college,10,Married,Craft-repair,Not-in-family,White,Male,0,0,40,Other,<=50K
77,Self-emp,145329,HS-or-less,9,Not-Married,Machine-op-inspct,Not-in-family,White,Male,401,0,20,United-States,<=50K
39,Private,315776,Masters,14,Not-Married,Exec-managerial,Not-in-family,Black,Male,8614,0,52,United-States,>50K
67,Private,150516,HS-or-less,9,Previously-Married,Prof-specialty,Unmarried,White,Male,0,0,3,United-States,<=50K
35,Private,325802,Assoc,12,Previously-Married,Handlers-cleaners,Unmarried,White,Female,0,0,24,United-States,<=50K
23,Private,133985,HS-or-less,6,Not-Married,Craft-repair,Own-child,Black,Female,0,0,40,United-States,<=50K
37,Private,269329,Assoc,11,Previously-Married,Prof-specialty,Not-in-family,White,Female,8614,0,45,United-States,>50K
41,Private,183203,HS-or-less,9,Married,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
60,Private,76127,Assoc,12,Married,Adm-clerical,Husband,White,Male,0,0,35,United-States,>50K
32,Private,195891,Bachelors,13,Not-Married,Adm-clerical,Not-in-family,White,Male,0,0,55,United-States,<=50K
56,Federal-gov,162137,HS-or-less,9,Married,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
45,State-gov,37672,Assoc,11,Previously-Married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Private,161708,HS-or-less,9,Previously-Married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K
18,Private,80616,HS-or-less,6,Not-Married,Handlers-cleaners,Own-child,White,Male,0,0,27,United-States,<=50K
31,Private,209276,HS-or-less,9,Married,Other-service,Husband,Other,Male,0,0,40,United-States,<=50K
21,Private,34443,Some-college,10,Not-Married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K
45,Private,192835,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,55,United-States,>50K
23,Private,203240,Some-college,10,Not-Married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
